ices_code	ices_description	code_type
74VO	VIGO	SHIPC
74VP	Commodore Goodwill	SHIPC
74VQ	Constant Friend	SHIPC
74VR	VIRAGO	SHIPC
74VS	Dart Atlantica	SHIPC
74VT	Seatrain Saratoga	SHIPC
74VU	Sugar Producer	SHIPC
74VV	ROYAL MARINE AUXILARY VESSELS	SHIPC
74VW	Challenge II	SHIPC
74VX	Destro	SHIPC
74VY	City of Plymouth	SHIPC
74VZ	City of Lisbon	SHIPC
74W1	Endeavour III	SHIPC
74W2	Tor Dania	SHIPC
74W3	Admiral Beaufort	SHIPC
74W4	Admiral Fitzroy	SHIPC
74W5	Silver Star	SHIPC
74WA	WEATHER ADVISER	SHIPC
74WB	WELLINGTON EXPRESS	SHIPC
74WC	WEATHER RECORDER	SHIPC
74WD	WOODLARK	SHIPC
74WE	WEATHER EXPLORER	SHIPC
74WF	WATERWITCH	SHIPC
74WG	HMS WILD GOOSE	SHIPC
74WH	SIR WILLIAM HARDY	SHIPC
74WI	WHIRLWIND	SHIPC
74WJ	Aora	SHIPC
74WK	WAKEFUL	SHIPC
74WL	E. WILSHAW	SHIPC
74WM	WEATHER MONITOR	SHIPC
74WN	WATER GUARDIAN	SHIPC
74WO	WEATHER OBSERVER	SHIPC
74WP	HMS CORNWALL	SHIPC
74WQ	Sunrise	SHIPC
74WR	WEATHER REPORTER	SHIPC
74WS	William Scoresby	SHIPC
74WT	WHITETHORN	SHIPC
74WU	WINDWHISTLE	SHIPC
74WV	WEATHER SURVEYOR	SHIPC
74WW	WEATHER WATCHER	SHIPC
74WY	WHITBY	SHIPC
74WZ	WIZARD	SHIPC
74X1	Las Cuevas	SHIPC
74X3	MSC PANAMA	SHIPC
74XA	OWS A	SHIPC
74XB	OWS I	SHIPC
74XC	OWS J	SHIPC
74XD	OWS K	SHIPC
74XE	Celestial Dawn	SHIPC
74XF	Altair	SHIPC
74XG	Anna Louise	SHIPC
74XH	Slocum352	SHIPC
74XI	Boondoggle	SHIPC
74XJ	Churchill	SHIPC
74XK	Stella	SHIPC
74XL	Raleigh	SHIPC
74XN	HROSSEY	SHIPC
74XS	BRITISH CYGNET	SHIPC
74XU	Lord of the Isles	SHIPC
74XZ	C-Odyssey	SHIPC
74Y3	EGS Pioneer	SHIPC
74YA	YARMOUTH	SHIPC
74YW	British Venture	SHIPC
74Z3	Hebridean Isles	SHIPC
74Z8	MONTROSE	SHIPC
74ZA	COASTAL VESSELS	SHIPC
74ZB	ROYAL NAVY NON-SURVEY VESSELS	SHIPC
74ZD	BRITISH CORMORANT	SHIPC
74ZE	ZEST	SHIPC
74ZG	Song Of The Whale	SHIPC
74ZI	EVER SIGMA	SHIPC
74ZJ	Kytra	SHIPC
74ZN	ZENITH	SHIPC
74ZO	Amazon	SHIPC
74ZP	Ardbeg	SHIPC
74ZQ	Orca	SHIPC
74ZR	Swallow	SHIPC
74ZS	Talisker	SHIPC
74ZT	Fin	SHIPC
74ZU	Bellatrix	SHIPC
74ZV	Bowmore	SHIPC
74ZW	Jura	SHIPC
74ZX	Knockando	SHIPC
74ZY	Scapa	SHIPC
74ZZ	Laphroaig	SHIPC
7610	SHU GUANG 08	SHIPC
7611	DONG FANG HONG	SHIPC
761A	QIAN JIN	SHIPC
761B	SHI JIAN	SHIPC
761C	CHANGSHENG	SHIPC
761D	DAQING 46	SHIPC
7625	HAI DIAO 0010	SHIPC
762I	HAI YANG SI HAO	SHIPC
7635	HAI DIAO 822	SHIPC
767F	FIXED PLATFORMS	SHIPC
7690	MULTIPLE SHIPS	SHIPC
7699	UNKNOWN PLATFORMS	SHIPC
76A1	JIN XING	SHIPC
76A2	SHUI XING	SHIPC
76AA	HE TAI	SHIPC
76AB	CHANG ZHOU	SHIPC
76AC	YUN HAI	SHIPC
76AD	XIANG YANG HONG 16	SHIPC
76AE	KWANG TA	SHIPC
76AF	XIANG YANG HONG 09	SHIPC
76AG	JI DA	SHIPC
76AH	VENUS NO. 2	SHIPC
76AJ	3-101	SHIPC
76AM	3-141	SHIPC
76AN	3-151	SHIPC
76BA	Bin Hai 511	SHIPC
76EX	EXCELLENCE CONTAINER	SHIPC
76GK	HAI JIAN 73	SHIPC
76H6	SUI LIAN 220	SHIPC
76H7	KANG GONG 1	SHIPC
76HH	HWA HANG	SHIPC
76KE	Ke Xue Yi Hao	SHIPC
76KX	KE XUE SAN HAO	SHIPC
76OB	XIANG YANG HONG 18	SHIPC
76P3	KU YU 401	SHIPC
76PC	PROSPERITY CONTAINER	SHIPC
76QX	SHU TONG YU 1	SHIPC
76QY	SHU TONG YU 2	SHIPC
76RB	ZE WEN 125	SHIPC
76S1	SHU GUANG 01	SHIPC
76S2	SHU GUANG 02	SHIPC
76S3	SHU GUANG 03	SHIPC
76S4	SHU GUANG 04	SHIPC
76S5	SHU GUANG 05	SHIPC
76S7	SHU GUANG 07	SHIPC
76SA	SHIP 3	SHIPC
76SB	SHANGBAN	SHIPC
76SC	Ke Xue Yi Hao	SHIPC
76SH	SHI JIAN	SHIPC
76SJ	SHI JIAN HAO	SHIPC
76SU	SHU GUANG 06	SHIPC
76TA	TAI HE	SHIPC
76WC	HAI JIAN 47	SHIPC
76WD	HAI JIAN 40	SHIPC
76WG	HAI JIAN 71	SHIPC
76WJ	SHI YAN 3	SHIPC
76WP	HAI JIAN 72	SHIPC
76X2	XIANG YANG HONG 02	SHIPC
76X3	XIANG YANG HONG 03	SHIPC
76X4	XIANG YANG HONG 04	SHIPC
76X5	XIANG YANG HONG	SHIPC
76X6	XIANG YANG HONG 06	SHIPC
76X7	XIANG YANG HONG 07	SHIPC
76X8	XIANG YANG HONG 10	SHIPC
76X9	XIANG YANG HONG 14	SHIPC
76XA	XIANG YANG HONG 01	SHIPC
76XB	XIANG YANG HONG 05	SHIPC
76XC	XIANG YANG HONG 08	SHIPC
76YT	DAYANG YIHAO	SHIPC
76YY	SING YANG YONG	SHIPC
76ZK	ZHANG JIA KOU	SHIPC
771A	SYGIN	SHIPC
771T	TRISTAN	SHIPC
771X	TRANSWOOD	SHIPC
7728	AIDA	SHIPC
772B	Kuttern	SHIPC
772T	TRANSPINE	SHIPC
773A	ANTARCTIC	SHIPC
7790	MULTIPLE SHIPS	SHIPC
7799	UNKNOWN	SHIPC
77A2	ANTARCTIC	SHIPC
77AA	ATLE	SHIPC
77AB	ALBANIA	SHIPC
77AC	ANNIE JOHNSON	SHIPC
77AD	ANTONIA JOHNSON	SHIPC
77AE	AXEL JOHNSON	SHIPC
77AF	MARGARET JOHNSON	SHIPC
77AG	AGNE	SHIPC
77AH	ERONA	SHIPC
77AI	SAN FRANCISCO	SHIPC
77AJ	SAXEN	SHIPC
77AK	TV04	SHIPC
77AL	ALBATROSS	SHIPC
77AM	TV044	SHIPC
77AN	TV103	SHIPC
77AO	ARCONA	SHIPC
77AP	TV105	SHIPC
77AQ	TV171	SHIPC
77AR	ARGOS	SHIPC
77AS	TV227	SHIPC
77AT	TV241	SHIPC
77AU	TV243	SHIPC
77AV	TV245	SHIPC
77AW	TV246	SHIPC
77AX	TV248	SHIPC
77AY	TV249	SHIPC
77AZ	TV257	SHIPC
77BA	TV260	SHIPC
77BB	TV271	SHIPC
77BC	TV273	SHIPC
77BD	TV274	SHIPC
77BE	TV276	SHIPC
77BF	TV278	SHIPC
77BG	TV281	SHIPC
77BH	TV282	SHIPC
77BI	TV283	SHIPC
77BJ	TV03	SHIPC
77BK	NORLAND	SHIPC
77BL	TV258	SHIPC
77BM	TV255	SHIPC
77BN	TV101	SHIPC
77BO	BORNO STATION	SHIPC
77BP	ELGAREN	SHIPC
77BQ	TV259	SHIPC
77BR	TV254	SHIPC
77BS	ATLANTIC CINDERELLA	SHIPC
77BT	GAASSTEN	SHIPC
77BU	SJOLLEN	SHIPC
77BV	RIGOLETTO	SHIPC
77BW	DAG SKAER	SHIPC
77BX	STOVE TRADER	SHIPC
77BY	BARKEN	SHIPC
77BZ	BELLATRIX	SHIPC
77CA	TV01	SHIPC
77CB	ARNE TISELIUS	SHIPC
77CN	Atlantic Companion	SHIPC
77CR	OSCAR II	SHIPC
77DA	DAN BROSTROEM	SHIPC
77DN	ODEN	SHIPC
77DY	DYNEKIL	SHIPC
77ES	ESOX	SHIPC
77ET	BETTY	SHIPC
77EX	Inger Express	SHIPC
77EY	EYSTRASALT	SHIPC
77F1	TOR FLANDRIA	SHIPC
77F2	TOR SELANDIA	SHIPC
77FA	FALSTERBOREV	SHIPC
77FF	FALSTAFF	SHIPC
77FI	FINNGRUNDET	SHIPC
77FK	Franklin	SHIPC
77FL	FLADEN	SHIPC
77FR	FREJ	SHIPC
77FS	FIXED STATIONS	SHIPC
77FY	FYRBYGGAREN	SHIPC
77GA	GRAASUGGAN	SHIPC
77GI	Grisbadarne	SHIPC
77GL	GLADAN	SHIPC
77GR	GRUNDKALLEN	SHIPC
77H8	FIDELIO	SHIPC
77HA	HATTAN	SHIPC
77HL	HELLIG OLAV	SHIPC
77HN	HANNA	SHIPC
77HP	HELICOPTER	SHIPC
77HR	HAVRINGE	SHIPC
77HS	OTELLO	SHIPC
77HV	H. M. VEKSTADSFARTYG	SHIPC
77IH	ATLANTIC CARTIER	SHIPC
77JJ	JO-JO II	SHIPC
77K1	KBV 102	SHIPC
77K2	KBV 592	SHIPC
77K3	KBV290	SHIPC
77K4	KBV04	SHIPC
77K5	KBV005	SHIPC
77K6	KBV010	SHIPC
77K7	KBV046	SHIPC
77K8	KBV105	SHIPC
77K9	KBV181	SHIPC
77KA	KBV047	SHIPC
77KB	KBV 001 POSEIDON	SHIPC
77KC	KBV 002 TRITON	SHIPC
77KD	KBV 590	SHIPC
77KG	KALKGRUNDET	SHIPC
77KL	UTKLIPPAN	SHIPC
77KO	KOPPARSTENARNA	SHIPC
77KR	KRONO	SHIPC
77LA	LIMANDA	SHIPC
77LE	BLENDA	SHIPC
77LN	LANDSORT	SHIPC
77LS	BELOS	SHIPC
77LT	BALTICA	SHIPC
77LY	LOTTY	SHIPC
77MA	MIMER	SHIPC
77MM	ICEBEAM	SHIPC
77MO	MORILD	SHIPC
77MW	MOONSHADOW	SHIPC
77N4	TURANDOT	SHIPC
77NC	ANCYLUS	SHIPC
77NE	Nereus	SHIPC
77NJ	NJORD	SHIPC
77NP	NEPTUNUS AF TAEBY	SHIPC
77NS	KBV201	SHIPC
77NT	ANHOLT	SHIPC
77NV	NAVAL VESSELS	SHIPC
77ON	ORION	SHIPC
77OP	Stena Arctica	SHIPC
77OR	Olands Rev	SHIPC
77OS	OSKARSGRUNDET	SHIPC
77PA	PARALLA	SHIPC
77PN	PATER NOSTER	SHIPC
77Q6	FEDORA	SHIPC
77QL	MIGNON	SHIPC
77QU	FAUST	SHIPC
77RA	RIMBAUD	SHIPC
77RN	RAN	SHIPC
77SA	SCANDICA	SHIPC
77SB	SVINBADAN	SHIPC
77SC	SVANIC	SHIPC
77SG	SKAGGALD	SHIPC
77SH	SHUTTLE KARLSTAD	SHIPC
77SI	SENSORITA	SHIPC
77SK	SKAGERAK	SHIPC
77SL	Sabella	SHIPC
77SN	SENSOR	SHIPC
77SR	SEGERO	SHIPC
77SS	SVENSKUND	SHIPC
77ST	SEA TERRIER	SHIPC
77SU	OCEAN SURVEYOR	SHIPC
77SV	SVENSKA BJORN	SHIPC
77SY	SYDOSBROTTEN	SHIPC
77T1	TV102	SHIPC
77T2	TV256	SHIPC
77T3	TV253	SHIPC
77T4	TV244	SHIPC
77T5	TV116	SHIPC
77T6	TV 216	SHIPC
77T7	TV277	SHIPC
77T8	TV172	SHIPC
77T9	TV284	SHIPC
77TA	TAENDAREN	SHIPC
77TF	CARMEN	SHIPC
77TH	THETIS	SHIPC
77TI	Triad	SHIPC
77TK	TOR VIKING II	SHIPC
77TP	TRANSPAPER	SHIPC
77TR	TOR	SHIPC
77TV	TV252	SHIPC
77UA	ULLA RINMAN	SHIPC
77UR	AURELIA	SHIPC
77UT	NORRBYLABB 1	SHIPC
77V2	TV285	SHIPC
77V3	TV287	SHIPC
77VA	VIDAR III	SHIPC
77VB	VARBERG	SHIPC
77VD	VADEROBOD	SHIPC
77VE	VEGA	SHIPC
77VI	VINGA	SHIPC
77VS	OSCAR VON SYDOW	SHIPC
77VV	VI	SHIPC
77WX	Electra af Asko	SHIPC
77XV	BOTNICA	SHIPC
77YF	ALE	SHIPC
77YM	YMER	SHIPC
861K	MARITIME EXPLORER	SHIPC
8690	MULTIPLE SHIPS	SHIPC
8699	UNKNOWN	SHIPC
86CH	CHANTHARA	SHIPC
86F2	FISHING RESEARCH 2	SHIPC
86KL	KLEDKEO	SHIPC
86PR	PRAMONG-I	SHIPC
86V1	OCEANOGRAPHIC VESSEL 1	SHIPC
86V2	OCEANOGRAPHIC VESSEL 2	SHIPC
86V9	FISHING VESSEL 9	SHIPC
86Z9	BANGRACHAN	SHIPC
8890	MULTIPLE SHIPS	SHIPC
8899	UNKNOWN	SHIPC
88EI	EL IDRISI	SHIPC
88HA	HANNOUN	SHIPC
88HB	HANNIBAL	SHIPC
88NM	Carthage	SHIPC
88SA	SALAMMBO	SHIPC
8922	KAAN KALKAVAN	SHIPC
897U	Teal Jr.	SHIPC
8990	MULTIPLE SHIPS	SHIPC
8999	UNKNOWN	SHIPC
89AL	Alemdar II	SHIPC
89AM	Arar 1	SHIPC
89AR	ARAR	SHIPC
89AZ	Teal Near East	SHIPC
89B2	BILIM-2	SHIPC
89BL	BILIM	SHIPC
89CA	CANDARLI	SHIPC
89CE	CESME	SHIPC
89CN	TCG CANDARLI	SHIPC
89CR	CARSAMBA	SHIPC
89CU	CUBUKLU	SHIPC
89DA	Daniel A	SHIPC
89DE	KTU DENAR I	SHIPC
89ER	Erdemli	SHIPC
89G4	HILDE A	SHIPC
89IO	AYSE A	SHIPC
89L1	NATALIA A	SHIPC
89LM	Lamas-1	SHIPC
89M1	MESAHA 1	SHIPC
89M2	MESAHA 2	SHIPC
89PR	K. PIRI REIS	SHIPC
89SM	SISMIK 1	SHIPC
89T2	NEVZAT KALKAVAN	SHIPC
89TP	HORACE A	SHIPC
89YA	Surat Arastirma 1	SHIPC
89YU	YUNUS	SHIPC
9002	PEREDOVOY	SHIPC
9007	ADMIRAL KORNILOV	SHIPC
900L	POLITOTDELETS	SHIPC
900U	SRT-4458	SHIPC
9010	ALLAID	SHIPC
9011	TUNETS	SHIPC
9012	MORSKOY GEOFIZIK	SHIPC
9013	PROZION	SHIPC
9014	ANDROMEDA	SHIPC
9016	BASHKIRIA	SHIPC
9017	PANTIKAPEY	SHIPC
9018	KERCHENSKIY KOMSOMOLETS	SHIPC
9019	A.I. VOEIKOV	SHIPC
901A	TAROUSS	SHIPC
901B	TYMOVSK	SHIPC
901C	MYS VAYGACH	SHIPC
901D	DISSEY	SHIPC
901E	ALMA ATA	SHIPC
901F	KALLISTO	SHIPC
901G	VASILIY GOLOVNIN	SHIPC
901H	KAMCHATKA	SHIPC
901I	SEVERNY POLYUS 2	SHIPC
901J	SHMIDT	SHIPC
901K	KARL LIEBKNECHT	SHIPC
901L	LLINSK	SHIPC
901M	MGACHI	SHIPC
901N	NAKAT	SHIPC
901O	SEVERNY POLYUS 3	SHIPC
901P	DANILO NECHAY	SHIPC
901Q	PARALLAKS	SHIPC
901R	PEGAS	SHIPC
901S	SRT-4170 "MOSALSK"	SHIPC
901T	PORT ILYICH	SHIPC
901U	RTEHREVANC	SHIPC
901V	VERKHNEVILYUYSK	SHIPC
901W	AKVATORIYA	SHIPC
901X	VYSOKOGORSK	SHIPC
901Y	ANTARKTIKA	SHIPC
901Z	ZVEZDNIY	SHIPC
9020	GIGROMETR	SHIPC
9021	SEVERNY POLYUS 4	SHIPC
9022	TARUSA	SHIPC
9023	GILDA	SHIPC
9024	NIKOLAY RESHETNYAK	SHIPC
9025	SREDNYAYA KOSA	SHIPC
9026	ZHELEZNYAKOV	SHIPC
9027	DMITRIY STEFANOV	SHIPC
9028	ELSK	SHIPC
9029	PAMYAT KIROVA	SHIPC
902A	MERIDIAN	SHIPC
902B	VLADIMIR PARSHIN	SHIPC
902C	STRELNYA	SHIPC
902D	AFELIY	SHIPC
902E	TAMGA	SHIPC
902F	LENSK	SHIPC
902G	C.A. 7	SHIPC
902H	CHELISKIN	SHIPC
902I	KOLIMA	SHIPC
902J	KOVALEVSKY	SHIPC
902K	LAG	SHIPC
902L	SELIANIK	SHIPC
902M	TAYMIR	SHIPC
902N	VANTSETSI	SHIPC
902O	SEVERNY POLYUS 5	SHIPC
902P	ZAGRADITEL	SHIPC
902S	SEVASTOPOLSKIY RYBAK	SHIPC
902T	MI0819	SHIPC
902U	MI0827	SHIPC
902V	MI0829	SHIPC
9030	BELUHA	SHIPC
9031	BOGATUR	SHIPC
9032	DZIGIT	SHIPC
9033	ELDING	SHIPC
9034	ERMAK	SHIPC
9035	MALYGUINE	SHIPC
9036	PACHTUSOF	SHIPC
9037	PERVOZVANY	SHIPC
9038	POMOR	SHIPC
9039	RIBAK	SHIPC
903A	MOROZ	SHIPC
903B	BOUREVESTNIK	SHIPC
903C	GRADOUS MAYAK	SHIPC
903D	IZOOMROUD	SHIPC
903E	ADLER	SHIPC
903F	OPOUKHA	SHIPC
903G	DVINA	SHIPC
903H	GIROSKOP	SHIPC
903I	TSCH-602/601	SHIPC
903J	GRB 286	SHIPC
903K	TSCH-593	SHIPC
903L	RASSVET	SHIPC
903M	ALGAMA	SHIPC
903N	SRT-4401	SHIPC
903O	SEVERNY POLYUS 16	SHIPC
903P	KRYM	SHIPC
903Q	SRT 4348	SHIPC
903R	SRTM 8-449	SHIPC
903S	KOLPIN	SHIPC
903T	SRT 419/342	SHIPC
903U	YASTREB	SHIPC
903V	BOYDAR	SHIPC
903W	ALATYR	SHIPC
903X	BAKSAN	SHIPC
903Y	GLOBOUS	SHIPC
903Z	SOUCHAN	SHIPC
9040	RUSANOV	SHIPC
9041	SOSNOVETS	SHIPC
9042	STIARNEN	SHIPC
9043	SOKOLISTA	SHIPC
9044	SUCHUM	SHIPC
9045	SVIATOGOR	SHIPC
9046	TRALSCHIK 21	SHIPC
9047	VARYAG	SHIPC
9048	VESTNIK	SHIPC
9049	CHC-2032	SHIPC
904A	CHOUMIKAN	SHIPC
904B	CHAZHMA	SHIPC
904C	ROUMB	SHIPC
904D	TAYMYR	SHIPC
904E	GIDROSTAT	SHIPC
904F	OKHOTSK	SHIPC
904G	VIUGA	SHIPC
904H	ZAPOLIARIE	SHIPC
904I	OSTRIAK	SHIPC
904J	VARES	SHIPC
904K	POBEDA	SHIPC
904L	AMETIST	SHIPC
904M	TOPOROK	SHIPC
904N	BIROKHAN	SHIPC
904O	SEVERNY POLYUS 19	SHIPC
904P	SRTM-8-417	SHIPC
904Q	URITSKIY	SHIPC
904R	GRIBANOV	SHIPC
904S	SACHALIN	SHIPC
904T	TICHOOK GIDROGRAFIYA	SHIPC
904U	SIBIR	SHIPC
904V	KRASNY VIMPEL	SHIPC
904W	VOROVSKY	SHIPC
904X	ILINSKIY	SHIPC
904Y	TURKMENIA	SHIPC
904Z	393 GMTS	SHIPC
9050	SIBIRIAKOFF	SHIPC
9051	SAMOED	SHIPC
9052	SCHUKA	SHIPC
9053	VITIAZ	SHIPC
9054	HANT	SHIPC
9055	AZIMUT	SHIPC
9056	ZALANIDHI	SHIPC
9057	KOMETA GALLEYA	SHIPC
9058	KRATER	SHIPC
9059	KORABLESTROITEL	SHIPC
905A	KULIKOVO POLE	SHIPC
905B	ROUSSKOYE	SHIPC
905C	VIANDRA	SHIPC
905D	KALMAR	SHIPC
905E	403-GMTS	SHIPC
905F	KIK-8	SHIPC
905G	PROFESSOR SOLDATOV	SHIPC
905H	IVAN PETROV	SHIPC
905I	MLECHNI PUT	SHIPC
905J	ODISSEY	SHIPC
905K	HEIMDAL	SHIPC
905M	OTRADNY	SHIPC
905N	MUDJYUG	SHIPC
905O	FARVATER	SHIPC
905P	60 LET VLKSM	SHIPC
905Q	SRT-662	SHIPC
905R	ALPHERAS	SHIPC
905S	RUSSKOYE POLE	SHIPC
905T	NOVOCHEBOKSARSK	SHIPC
905U	BLESK	SHIPC
905V	SAULKRASTY	SHIPC
905W	FLAMINGO	SHIPC
905X	PREGOLYA	SHIPC
905Z	OLENY	SHIPC
9060	RINDA	SHIPC
9061	TOBOL	SHIPC
9062	ARGOUN	SHIPC
9063	SRT-331	SHIPC
9064	ROSSIYA	SHIPC
9065	GALS	SHIPC
9066	BOGOUCHAR	SHIPC
9067	GONETS	SHIPC
9068	OBRAZTSOVO	SHIPC
9069	KAPITAN CHIRKOV	SHIPC
906A	KVANT	SHIPC
906B	LANGUST	SHIPC
906C	SATURN	SHIPC
906D	SALEKHARD	SHIPC
906E	MALTA	SHIPC
906F	FOTON	SHIPC
906G	VYKHMA	SHIPC
906H	ARAGATZ	SHIPC
906I	KOMMUNAR	SHIPC
906J	KRISTYAN RAUD	SHIPC
906K	LEONID SOBOLEV	SHIPC
906L	GEORGY MATVEICHUK	SHIPC
906M	MG-1357 CIVILSK	SHIPC
906N	ELENINSK	SHIPC
906O	MARSHAL GELOVANI	SHIPC
906P	GS-401	SHIPC
906Q	VLADIMIR RAVRAISKIY	SHIPC
906R	CPT-P-9048 OBRAZTZOVO	SHIPC
906S	GIDROLOG	SHIPC
906T	STRELOK	SHIPC
906U	BASHKIRIYA	SHIPC
906V	CPTM-0821 MARSIANIN	SHIPC
906W	BEREZAN	SHIPC
906X	STRELETZ	SHIPC
906Y	VAIDA	SHIPC
906Z	GEORGY MAXIMOV	SHIPC
9070	DONETS	SHIPC
9071	SMOLNIY	SHIPC
9072	OST	SHIPC
9073	PROFESSOR BOGOROV	SHIPC
9074	MOURMANETS	SHIPC
9075	CHOUKOTKA	SHIPC
9076	ADMIRAL MAKAROV	SHIPC
9077	MOSKVA	SHIPC
9078	MILOGRADOVO	SHIPC
9079	G-245	SHIPC
907A	PROSTOR	SHIPC
907B	ANCHAR	SHIPC
907C	VOLZHANIN	SHIPC
907D	KHRONOMETR	SHIPC
907E	MERKURY	SHIPC
907F	FIXED PLATFORMS	SHIPC
907G	VIHR	SHIPC
907H	PAVEL GORDIENKO	SHIPC
907I	GS-1	SHIPC
907J	TROPIK	SHIPC
907K	NAVY	SHIPC
907L	KOLGUYEV	SHIPC
907M	GLOBUS	SHIPC
907N	MIKHAIL KRUPSKY	SHIPC
907O	KARTESH	SHIPC
907P	VIZIR	SHIPC
907Q	DONGHAE ILHO	SHIPC
907R	SOHAE ILHO	SHIPC
907S	ACHILLES	SHIPC
907T	AYU-DAG	SHIPC
907U	TAVA	SHIPC
907V	VOLNY VETER	SHIPC
907W	AKADEMIK PETROVSKII	SHIPC
907X	NOVOKOTOVSK	SHIPC
907Y	LIMAN	SHIPC
907Z	DONUZLAV	SHIPC
9080	G-319	SHIPC
9081	TSCH-186	SHIPC
9082	PRIZMA	SHIPC
9083	VTR-24	SHIPC
9084	AZCHERNIRO-6	SHIPC
9085	AZCHERNIRO-1	SHIPC
9086	AZCHERNIRO-2	SHIPC
9087	AZCHERNIRO-3	SHIPC
9088	AZCHERNIRO-4	SHIPC
9089	AZCHERNIRO-5	SHIPC
908A	GORNY	SHIPC
908B	GLUBOMER	SHIPC
908C	SEMEN VOLKOV	SHIPC
908D	ORHEVI	SHIPC
908E	KERCHENSKIY RABOCHIY	SHIPC
908F	VINOGRADNOE	SHIPC
908G	ELAGIN	SHIPC
908H	GORNOSTAEVKA	SHIPC
908I	GOLUB MIRA	SHIPC
908J	ELSK	SHIPC
908K	GLEB USPENSKIY	SHIPC
908L	ESTAFETA OKTYABRYA	SHIPC
908M	SOVETSKAYA UKRAINA	SHIPC
908N	YAROSLAV IOSSELIANI	SHIPC
908O	KUPAVA	SHIPC
908P	MERAK	SHIPC
908Q	YUNAYA SMENA	SHIPC
908R	KUMACHEVO	SHIPC
908S	SLAVA KERCHI	SHIPC
908T	BIOLOG	SHIPC
908U	BEREZKIN	SHIPC
908V	GEORGIEVSK	SHIPC
908W	NAVY (GMC)	SHIPC
908X	GREMIACHINSK	SHIPC
908Y	DORA	SHIPC
908Z	IOLDIA	SHIPC
9090	MULTIPLE SHIPS	SHIPC
9091	VEDOMSTVENNAYA	SHIPC
9092	SHANTAR	SHIPC
9093	PROFESSOR KIZEVETTER	SHIPC
9094	MYS TIKHIY	SHIPC
9095	UGLEKAMENSK	SHIPC
9099	SHIP NOT IDENTIFIED	SHIPC
909A	KOKSHAISK	SHIPC
909B	KALMIKOVO	SHIPC
909C	KORENOVSK	SHIPC
909D	KRUKOVO	SHIPC
909E	MAKSHEVO	SHIPC
909F	ONEGO	SHIPC
909G	PAHTUSOV	SHIPC
909H	SMOLENSK	SHIPC
909I	ROMBAK	SHIPC
909J	HADIJENSK	SHIPC
909K	POBEDA	SHIPC
909L	BALAKLAVA	SHIPC
909M	NIS-6	SHIPC
909N	LANCE	SHIPC
909O	K-59	SHIPC
909P	INDIGIRKA	SHIPC
909Q	VILYUI	SHIPC
909R	DEDAL	SHIPC
909S	CHUMIKAN	SHIPC
909T	DELPHIN	SHIPC
909U	BO-326	SHIPC
909V	DZHUBGA	SHIPC
909W	GAGARA	SHIPC
909X	GRIGORY LEZHAVA	SHIPC
909Y	IZUMRUD	SHIPC
909Z	ABREK	SHIPC
90A1	ALEKSANDR KOVALEVSKY	SHIPC
90A2	AYAKS	SHIPC
90A3	ARGUS	SHIPC
90A4	SRTM 8005 ALIOT	SHIPC
90A5	AYU-DAG	SHIPC
90A6	ATLANT	SHIPC
90A7	ANTARES	SHIPC
90A8	AELITA	SHIPC
90A9	ARTEM	SHIPC
90AA	ASKOLD	SHIPC
90AB	ALBA	SHIPC
90AC	AKADEMIK ARKHANGELSKIY	SHIPC
90AD	ARANDA	SHIPC
90AE	ARIEL	SHIPC
90AF	ALTAIR	SHIPC
90AG	ANDRUS IOKHANI	SHIPC
90AH	AKHILL	SHIPC
90AI	AISBERG	SHIPC
90AJ	AKADEMIK BERG	SHIPC
90AK	AKADEMIK A. KOVALEVSKIY	SHIPC
90AL	ALBATROS	SHIPC
90AM	AKADEMIK KOROLEV	SHIPC
90AN	ALAZANI	SHIPC
90AO	AKADEMIK ALEKSEY KRYLOV	SHIPC
90AP	ANDREI PERVOZVANNY	SHIPC
90AQ	AKADEMIK FEDOROV	SHIPC
90AR	ARKTIKA	SHIPC
90AS	ANASTAS	SHIPC
90AT	ANDREY VILKITSKY	SHIPC
90AU	AKADEMIK KURCHATOV	SHIPC
90AV	A. VAVILOV	SHIPC
90AW	ABKHAZIYA	SHIPC
90AX	ABAKAN	SHIPC
90AY	AYTODOR	SHIPC
90AZ	ARTEMIDA	SHIPC
90B0	RT-66 URAL	SHIPC
90B1	ADELGUNDA	SHIPC
90B2	BUREVESTNIK	SHIPC
90B3	NOGAISK	SHIPC
90B4	TOR	SHIPC
90B5	ZAPOROZHETZ	SHIPC
90B6	GENERAL ARSHINTSEV	SHIPC
90B7	GEROI KERCHI	SHIPC
90B8	GIDROOPTIK	SHIPC
90B9	IHTIOLOG	SHIPC
90BA	BAKHTCHISARAY	SHIPC
90BB	KLINTSY	SHIPC
90BC	VITEBSK	SHIPC
90BD	BORIS DAVIDOV	SHIPC
90BE	BELUKHA	SHIPC
90BF	VIKTOR BUYNITSKIY	SHIPC
90BG	BERG	SHIPC
90BH	CHELEKEN	SHIPC
90BI	PAMYAT MERKUTYA	SHIPC
90BJ	BORODINSKOYE POLE	SHIPC
90BK	BELOGORSK	SHIPC
90BL	BELINSKIY	SHIPC
90BM	AKADEMIK ALEKSANDR NESMEYANOV	SHIPC
90BN	AKADEMIK ALEKSANDR VINOGRADOV	SHIPC
90BO	MOSSOVIET	SHIPC
90BP	AKADEMIK MSTISLAV KELDYSH	SHIPC
